teacher_id,competence_id,competence_code,date_t,current_level_t3,current_level_t2,current_level_t1,current_level_t,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score,gap_next_3m,source_type,source_id,is_synthetic,created_at,dataset_version
ENS006,1,C1,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.3333333333333332,postgresql_d2f,ENS006_1,False,2026-07-22,v1.0.0
ENS006,2,C2,2026-07-22,1,1,1,1,0,0,0,0.0,31.0,0.0,0,0,1.0,1.0,1.0,0.0,2.0,2.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS006_2,False,2026-07-22,v1.0.0
ENS006,3,C3,2026-07-22,1,1,3,1,0,2,-2,0.0,31.0,0.0,0,0,1.5,1.0,3.0,0.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS006_3,False,2026-07-22,v1.0.0
ENS021,1,C1,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS021_1,False,2026-07-22,v1.0.0
ENS007,2,C2,2026-07-22,3,3,2,1,0,-1,-1,-0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,3.0,7.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS007_2,False,2026-07-22,v1.0.0
ENS014,4,C4,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.333333333333333,postgresql_d2f,ENS014_4,False,2026-07-22,v1.0.0
FORM001,1,C1,2026-07-22,1,1,1,1,0,0,0,0.0,31.0,0.0,0,0,1.2,1.0,2.0,0.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,1.0183968462549278,10.5,1.0,postgresql_d2f,FORM001_1,False,2026-07-22,v1.0.0
ENS017,6,C6,2026-07-22,2,2,2,2,0,0,0,0.0,31.0,0.0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,8.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.0,postgresql_d2f,ENS017_6,False,2026-07-22,v1.0.0
ENS019,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,31.0,0.0,0,0,1.0,1.0,1.0,0.0,2.0,2.0,7.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS019_6,False,2026-07-22,v1.0.0
ENS015,2,C2,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS015_2,False,2026-07-22,v1.0.0
ENS015,3,C3,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,9.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS015_3,False,2026-07-22,v1.0.0
ENS015,4,C4,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,1.5,1.0,2.0,0.0,1.0,2.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS015_4,False,2026-07-22,v1.0.0
ENS015,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,31.0,0.0,0,0,1.0,1.0,1.0,0.0,2.0,2.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS015_6,False,2026-07-22,v1.0.0
ENS016,1,C1,2026-07-22,3,1,3,1,-2,2,-2,-0.6666666666666666,31.0,0.0,0,0,1.8,1.0,3.0,0.0,3.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS016_1,False,2026-07-22,v1.0.0
ENS016,2,C2,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS016_2,False,2026-07-22,v1.0.0
ENS016,3,C3,2026-07-22,3,3,3,3,0,0,0,0.0,31.0,0.0,0,0,3.0,3.0,3.0,0.0,0.0,2.0,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS016_3,False,2026-07-22,v1.0.0
ENS020,1,C1,2026-07-22,1,2,2,2,1,0,0,0.3333333333333333,31.0,0.0,0,0,1.75,1.0,2.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.6666666666666665,postgresql_d2f,ENS020_1,False,2026-07-22,v1.0.0
ENS016,6,C6,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.333333333333333,postgresql_d2f,ENS016_6,False,2026-07-22,v1.0.0
ENS017,3,C3,2026-07-22,2,2,1,2,0,-1,1,0.0,31.0,0.0,0,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS017_3,False,2026-07-22,v1.0.0
ENS017,4,C4,2026-07-22,1,1,1,1,0,0,0,0.0,31.0,0.0,0,0,1.0,1.0,1.0,0.0,2.0,2.0,8.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS017_4,False,2026-07-22,v1.0.0
ENS007,3,C3,2026-07-22,1,2,2,1,1,0,-1,0.0,31.0,0.0,0,0,1.5,1.0,2.0,0.0,2.0,4.0,7.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS007_3,False,2026-07-22,v1.0.0
ENS018,1,C1,2026-07-22,2,3,3,2,1,0,-1,0.0,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.0,postgresql_d2f,ENS018_1,False,2026-07-22,v1.0.0
ENS019,1,C1,2026-07-22,3,3,2,3,0,-1,1,0.0,31.0,0.0,0,0,2.4285714285714284,2.0,3.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.0,postgresql_d2f,ENS019_1,False,2026-07-22,v1.0.0
ENS019,3,C3,2026-07-22,2,2,3,2,0,1,-1,0.0,31.0,0.0,0,0,2.333333333333333,2.0,3.0,0.0,0.0,3.0,7.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS019_3,False,2026-07-22,v1.0.0
ENS019,4,C4,2026-07-22,1,1,3,2,0,2,-1,0.3333333333333333,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,3.0,7.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.6666666666666665,postgresql_d2f,ENS019_4,False,2026-07-22,v1.0.0
ENS017,1,C1,2026-07-22,3,3,3,3,0,0,0,0.0,31.0,0.0,0,0,3.0,3.0,3.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.0,postgresql_d2f,ENS017_1,False,2026-07-22,v1.0.0
ENS007,4,C4,2026-07-22,2,2,2,2,0,0,0,0.0,31.0,0.0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,7.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.0,postgresql_d2f,ENS007_4,False,2026-07-22,v1.0.0
ENS024,6,C6,2026-07-22,5,5,5,1,0,0,-4,-1.3333333333333333,31.0,0.0,0,0,3.0,1.0,5.0,1.0,1.0,2.0,7.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS024_6,False,2026-07-22,v1.0.0
ENS008,3,C3,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,1.5,1.0,2.0,0.0,1.0,2.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS008_3,False,2026-07-22,v1.0.0
ENS025,3,C3,2026-07-22,1,1,1,2,0,0,1,0.3333333333333333,31.0,0.0,0,0,1.5,1.0,2.0,0.0,1.0,2.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS025_3,False,2026-07-22,v1.0.0
ENS023,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,31.0,0.0,0,0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS023_6,False,2026-07-22,v1.0.0
ENS027,4,C4,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,31.0,0.0,0,0,2.333333333333333,2.0,3.0,0.0,0.0,3.0,9.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.6666666666666663,postgresql_d2f,ENS027_4,False,2026-07-22,v1.0.0
ENS027,3,C3,2026-07-22,2,2,1,3,0,-1,2,0.3333333333333333,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,3.0,9.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS027_3,False,2026-07-22,v1.0.0
ENS027,1,C1,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,2.8,2.0,3.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.333333333333333,postgresql_d2f,ENS027_1,False,2026-07-22,v1.0.0
ENS026,6,C6,2026-07-22,4,4,5,2,0,1,-3,-0.6666666666666666,31.0,0.0,0,0,3.6666666666666665,2.0,5.0,1.0,0.0,3.0,8.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.6666666666666665,postgresql_d2f,ENS026_6,False,2026-07-22,v1.0.0
ENS026,4,C4,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.333333333333333,postgresql_d2f,ENS026_4,False,2026-07-22,v1.0.0
ENS023,4,C4,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.6666666666666663,postgresql_d2f,ENS023_4,False,2026-07-22,v1.0.0
ENS026,3,C3,2026-07-22,1,1,3,2,0,2,-1,0.3333333333333333,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,3.0,8.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.6666666666666665,postgresql_d2f,ENS026_3,False,2026-07-22,v1.0.0
ENS026,1,C1,2026-07-22,1,1,2,2,0,1,0,0.3333333333333333,31.0,0.0,0,0,1.5,1.0,2.0,0.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS026_1,False,2026-07-22,v1.0.0
ENS025,1,C1,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.6666666666666663,postgresql_d2f,ENS025_1,False,2026-07-22,v1.0.0
ENS023,3,C3,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.6666666666666663,postgresql_d2f,ENS023_3,False,2026-07-22,v1.0.0
ENS025,2,C2,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,1.5,1.0,2.0,0.0,1.0,2.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS025_2,False,2026-07-22,v1.0.0
ENS024,4,C4,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,7.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.3333333333333337,postgresql_d2f,ENS024_4,False,2026-07-22,v1.0.0
ENS024,2,C2,2026-07-22,3,3,2,3,0,-1,1,0.0,31.0,0.0,0,0,2.6666666666666665,2.0,3.0,0.0,0.0,3.0,7.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.0,postgresql_d2f,ENS024_2,False,2026-07-22,v1.0.0
ENS024,1,C1,2026-07-22,2,3,1,1,1,-2,0,-0.3333333333333333,31.0,0.0,0,0,1.6,1.0,3.0,0.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS024_1,False,2026-07-22,v1.0.0
ENS025,6,C6,2026-07-22,5,5,4,3,0,-1,-1,-0.6666666666666666,31.0,0.0,0,0,4.0,3.0,5.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.6666666666666665,postgresql_d2f,ENS025_6,False,2026-07-22,v1.0.0
ENS008,1,C1,2026-07-22,3,2,3,2,-1,1,-1,-0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.333333333333333,postgresql_d2f,ENS008_1,False,2026-07-22,v1.0.0
ENS020,2,C2,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS020_2,False,2026-07-22,v1.0.0
ENS014,1,C1,2026-07-22,3,2,1,1,-1,-1,0,-0.6666666666666666,31.0,0.0,0,0,1.8,1.0,3.0,0.0,2.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS014_1,False,2026-07-22,v1.0.0
ENS008,4,C4,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.333333333333333,postgresql_d2f,ENS008_4,False,2026-07-22,v1.0.0
ENS009,1,C1,2026-07-22,1,2,2,2,1,0,0,0.3333333333333333,31.0,0.0,0,0,1.8,1.0,2.0,0.0,1.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.6666666666666665,postgresql_d2f,ENS009_1,False,2026-07-22,v1.0.0
ENS009,3,C3,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,31.0,0.0,0,0,2.5,1.0,3.0,0.0,1.0,4.0,7.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS009_3,False,2026-07-22,v1.0.0
ENS010,1,C1,2026-07-22,1,3,1,2,2,-2,1,0.3333333333333333,31.0,0.0,0,0,1.75,1.0,3.0,0.0,2.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS010_1,False,2026-07-22,v1.0.0
ENS014,2,C2,2026-07-22,1,1,2,3,0,1,1,0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,3.0,9.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS014_2,False,2026-07-22,v1.0.0
ENS010,3,C3,2026-07-22,3,3,3,3,0,0,0,0.0,31.0,0.0,0,0,3.0,3.0,3.0,0.0,0.0,2.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS010_3,False,2026-07-22,v1.0.0
ENS010,4,C4,2026-07-22,4,4,4,3,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,3.6666666666666665,3.0,4.0,0.0,0.0,3.0,7.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,2.333333333333333,postgresql_d2f,ENS010_4,False,2026-07-22,v1.0.0
ENS023,1,C1,2026-07-22,2,2,1,3,0,-1,2,0.3333333333333333,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS023_1,False,2026-07-22,v1.0.0
ENS010,6,C6,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS010_6,False,2026-07-22,v1.0.0
ENS011,3,C3,2026-07-22,2,2,2,2,0,0,0,0.0,31.0,0.0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,3.0,postgresql_d2f,ENS011_3,False,2026-07-22,v1.0.0
ENS012,1,C1,2026-07-22,3,3,1,1,0,-2,0,-0.6666666666666666,31.0,0.0,0,0,1.6666666666666667,1.0,3.0,0.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS012_1,False,2026-07-22,v1.0.0
ENS012,3,C3,2026-07-22,1,1,3,3,0,2,0,0.6666666666666666,31.0,0.0,0,0,2.333333333333333,1.0,3.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS012_3,False,2026-07-22,v1.0.0
ENS013,1,C1,2026-07-22,1,2,3,1,1,1,-2,0.0,31.0,0.0,0,0,1.75,1.0,3.0,0.0,2.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.0,postgresql_d2f,ENS013_1,False,2026-07-22,v1.0.0
ENS013,3,C3,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS013_3,False,2026-07-22,v1.0.0
ENS013,4,C4,2026-07-22,5,5,5,2,0,0,-3,-1.0,31.0,0.0,0,0,3.5,2.0,5.0,1.0,0.0,2.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,4.0,postgresql_d2f,ENS013_4,False,2026-07-22,v1.0.0
ENS013,6,C6,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,31.0,0.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,1.3333333333333337,postgresql_d2f,ENS013_6,False,2026-07-22,v1.0.0
ENS011,1,C1,2026-07-22,3,3,3,3,0,0,0,0.0,31.0,0.0,0,0,3.0,3.0,3.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,postgresql_d2f,ENS011_1,False,2026-07-22,v1.0.0
FORM001,3,C3,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,31.0,0.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,4.5,1.0,1.0183968462549278,10.5,3.333333333333333,postgresql_d2f,FORM001_3,False,2026-07-22,v1.0.0
